origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Raymond Vander Burght. Joseph François, peintre belge, émule de David, 1759-1851. Les manuscrits de ses deux voyages en Italie. Les lettres du prince Louis et de la princesse Pauline d'Arenberg. Préface du Cte Henry Carton de Wiart","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912108s#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"H. Carton de Wiart. Les Vertus bourgeoises, roman historique",Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121001#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,country Associated With The Person,Belgium,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://rdvocab.info/ElementsGr2/countryAssociatedWithThePerson,http://id.loc.gov/vocabulary/countries/be
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Soir sur l'Etna. Poésie de Henry Carton Wiart. Chant et piano. Edition A (voix élevées), ton original",Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb43292195c#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Soir sur l'Etna. Poésie de Henry Carton Wiart. Chant et piano. Edition A (voix élevées), ton original",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb43292195c#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Quatrième congrès international de droit pénal... : actes du congrés,Publishing director,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32590169m#Expression,http://id.loc.gov/vocabulary/relators/pbd,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Saint Hubert,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912096m#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Bouillon par Maurice Cosyn. Préface du Comte H. Carton de Wiart... En annexe ""Le Chevalier au cygne""... de Ch. Gailly de Taurines",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31972249w#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Dessin occasionnel, étude par Mlle A. Van den Driessche,... Préface de M. H. Carton de Wiart,...",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb315302565#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Ce que,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121063#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Bataille de l'Yser, commémoration solennelle de son deuxième anniversaire (Le Havre, 29 octobre 1916)","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb318709402#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Pour notre marine et pour nos marins, par Ch. Hervy-Cousin,... Préface de M. H. Carton de Wiart,...",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb30600539t#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Comte Carton de Wiart,... Marguerite d'Autriche. Une princesse belge de la Renaissance",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120671#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Luc Hommel... Une expérience d'union économique, bilan de dix années d'union économique belgo-luxembourgeoise. Préface du Comte Henry Carton de Wiart,... Introduction par M. Albert Calmes",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32255347q#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Cité ardente, par Henry Carton de Wiart...",Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912090j#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. La Cité ardente. Illustrations de Marie Howet,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912091w#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,[Recueil. Dossiers biographiques Boutillier du Retail. Documentation sur le baron Eugène-Napoléon Beyens],Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb412533356#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. La Vocation d'Olivier Georges Destrée,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121032#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"De Slag aan den Yser, plechtige herdenking van de tweede verjaring (Havre, 29 october 1916)",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31870950c#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligione comunista,"Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912104d#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Deplagaan der Yaar...,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912105r#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La lutte moderne contre le crime,"Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31167956q#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léopold II : souvenirs des dernières années, 1901-1909",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120749#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Deplagaan der Yaar...,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912105r#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Gaston Bernard et Victor Buissonville. Poètes-soldats, recueil de poèmes du front belge. Préface de M. H. Carton de Wiart,...",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31888725r#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Belgique contemporaine : essais d'histoire politique,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912070x#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Bouillon par Maurice Cosyn. Préface du Comte H. Carton de Wiart... En annexe ""Le Chevalier au cygne""... de Ch. Gailly de Taurines","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31972249w#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,depiction,Henri_Carton_de_Wiart.jpg,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/depiction,https://upload.wikimedia.org/wikipedia/commons/c/ca/Henri_Carton_de_Wiart.jpg
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Contes hétéroclites. Frontispice par Georges Lemmen,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb30201416f#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Bourrasque 48 : roman historique,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912084m#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Documents à propos de Henry Carton de Wiart (comte, 1869-1951)",subject,Henry Carton de Wiart,,http://data.bnf.fr/12062835/henry_carton_de_wiart/studies,http://purl.org/dc/terms/subject,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Durendal,Directeur de publication,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32759261t#Expression,http://data.bnf.fr/vocabulary/roles/r330,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léon Bloy. Inédits de Léon Bloy. Introduction de René Martineau. Présentation de Joseph Bollery, Comte Carton de Wiart, Georges Rouzet... 3 hors-texte et un dessin inédit de Bloy",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31828193b#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Cardinal Mercier : archevêque de Malines, 1851-1926",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb323563025#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Cardinal Mercier : archevêque de Malines, 1851-1926","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb323563025#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Vie et les voyages d'un ouvrier foulon du pays de Verviers au XVIIIe siècle, d'après un manuscrit inédit, par H. Carton de Wiart,...",Editor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912102q#Expression,http://id.loc.gov/vocabulary/relators/edt,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,exact Match,Henry_Carton_de_Wiart,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#exactMatch,http://fr.dbpedia.org/resource/Henry_Carton_de_Wiart
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Comte Carton de Wiart,... Souvenirs politiques",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120989#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Dessin occasionnel, étude par Mlle A. Van den Driessche,... Préface de M. H. Carton de Wiart,...",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb315302565#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,see Also,cb120628351,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://catalogue.bnf.fr/ark:/12148/cb120628351
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La lutte moderne contre le crime,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31167956q#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. Les Vertus bourgeoises...,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb36563281d#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Cité ardente,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb354655299#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"G. Guyot de Mishaegen,... Le Parti catholique belge",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb322123146#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. Les Vertus bourgeoises...,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb36563281d#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Nény et la vie belge au 18e siècle,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912094x#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,FRBNF,"""12062835""",,http://data.bnf.fr/ark:/12148/cb120628351,http://data.bnf.fr/ontology/bnf-onto/FRBNF,"""12062835""^^<http://www.w3.org/2001/XMLSchema#integer"
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. La Cité ardente,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120880#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Gaston Bernard et Victor Buissonville. Poètes-soldats, recueil de poèmes du front belge. Préface de M. H. Carton de Wiart,...",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb318887263#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Souvenirs littéraires,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912097z#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat... Publ. par Pierre Nothomb,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120838#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique loyale, héroïque et malheureuse",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31849888b#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Belgique contemporaine : essais d'histoire politique,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912070x#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,note,"""Romancier et docteur en droit. - Homme politique""@fr .",,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#note,"""Romancier et docteur en droit. - Homme politique""@fr ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"De Slag aan den Yser, plechtige herdenking van de tweede verjaring (Havre, 29 october 1916)",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31870950c#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Léopold II : souvenirs des dernières années, 1901-1909",Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912075n#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,page,/henry_carton_de_wiart/,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/page,http://data.bnf.fr/12062835/henry_carton_de_wiart/
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Gaston Bernard et Victor Buissonville. Poètes-soldats, recueil de poèmes du front belge. Préface de M. H. Carton de Wiart,...",Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb318887263#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligione comunista,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912104d#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,depiction,Henri_Carton_de_Wiart.jpg,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,editorial Note,"""Souvenirs politiques / comte Henry Carton de Wiart, 1948. - . - GLU. - . -""@fr .",,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#editorialNote,"""Souvenirs politiques / comte Henry Carton de Wiart, 1948. - . - GLU. - . -""@fr ."
